DO_ID	MESH_ID
DOID:440	D009468
DOID:447	D015499
DOID:446	D003480
DOID:446	D006929
DOID:445	D001477
DOID:3292	D045908
DOID:3298	D014615
DOID:452	D008949
DOID:450	D020967
DOID:3240	D011015
DOID:3246	D018233
DOID:3247	D012208
DOID:3241	D011017
DOID:10383	D020968
DOID:3230	D006610
DOID:4562	D004698
DOID:10393	D010005
DOID:10398	D010930
DOID:479	D000794
DOID:3261	D007589
DOID:3262	D010585
DOID:3263	D016116
DOID:4594	D008579
DOID:3265	D006105
DOID:484	D020141
DOID:483	D006392
DOID:480	D009069
DOID:4587	D008579
DOID:4588	D008579
DOID:3259	C537605
DOID:4586	C537443
DOID:10371	D015001
DOID:10375	D000550
DOID:10376	D000550
DOID:4534	D006210
DOID:3204	C536641
DOID:4535	D007039
DOID:4531	D018277
DOID:3209	D016109
DOID:5855	D056988
DOID:5850	D056989
DOID:3223	D020918
DOID:3225	D014133
DOID:4557	D007967
DOID:4550	D000694
DOID:4551	D001005
DOID:4552	D018287
DOID:3222	D002422
DOID:3227	D014135
DOID:4558	D008158
DOID:3229	D013271
DOID:4543	D000648
DOID:5875	D012186
DOID:3213	D003711
DOID:4545	D018211
DOID:4540	D000381
DOID:5870	D011657
DOID:3210	D020371
DOID:4541	D000849
DOID:3211	D016464
DOID:4542	D000237
DOID:3218	D007580
DOID:418	D012595
DOID:419	D012594
DOID:5820	D058617
DOID:421	D006201
DOID:420	D006983
DOID:429	D006175
DOID:423	D009135
DOID:422	D020914
DOID:431	D009209
DOID:5813	C562587
DOID:5812	D016511
DOID:5842	D018239
DOID:4511	C536368
DOID:5844	D009203
DOID:5845	D056988
DOID:407	D014386
DOID:404	D014385
DOID:403	D009059
DOID:402	D014393
DOID:401	D018088
DOID:409	D008107
DOID:4500	D007008
DOID:4501	D009958
DOID:12918	D013919
DOID:12927	D012610
DOID:9498	D011657
DOID:12926	D007000
DOID:12929	D004695
DOID:8161	C536913
DOID:0050175	D004675
DOID:12901	D012797
DOID:12900	D008882
DOID:12905	D015494
DOID:0050156	D054990
DOID:0050158	C562470
DOID:0050157	D018549
DOID:0050152	D011015
DOID:9463	D010032
DOID:9467	D009261
DOID:0050144	D007619
DOID:9455	D008064
DOID:9452	D005234
DOID:9452	D005235
DOID:8125	D055034
DOID:0050133	D010854
DOID:9487	D008467
DOID:0050120	D051359
DOID:9476	D007018
DOID:9477	D011655
DOID:9470	D016920
DOID:9471	D008581
DOID:0050118	D004670
DOID:9478	D019052
DOID:11664	D009400
DOID:11665	C536305
DOID:12995	D019955
DOID:9427	D020343
DOID:9428	D019586
DOID:9423	D001762
DOID:11678	D009855
DOID:10348	D016569
DOID:9410	C580003
DOID:10350	D047688
DOID:10354	D005348
DOID:10314	D004696
DOID:12978	D016780
DOID:10316	D011009
DOID:9446	D002761
DOID:10320	D001195
DOID:10321	C537080
DOID:10322	D001607
DOID:10323	D002095
DOID:10324	D000874
DOID:12987	D000380
DOID:10325	D012829
DOID:11656	D010390
DOID:12986	D018921
DOID:10326	D002205
DOID:10327	D055008
DOID:10328	D012806
DOID:9432	D006030
DOID:11661	D003117
DOID:11623	D003790
DOID:11624	D010412
DOID:12961	D011045
DOID:12960	D000168
DOID:10300	D011928
DOID:10301	D010309
DOID:10302	D010305
DOID:11633	D018382
DOID:10303	D012793
DOID:11634	D009230
DOID:11638	D011305
DOID:10310	D008587
DOID:12971	D013103
DOID:12930	D002311
DOID:12932	D004719
DOID:12934	D007625
DOID:11603	D006177
DOID:12935	D002310
DOID:11608	D016921
DOID:9406	D007018
DOID:9402	D004823
DOID:9409	D003919
DOID:11612	D011085
DOID:11613	D017588
DOID:11615	D010412
DOID:4491	D018923
DOID:4492	D005585
DOID:3168	D018307
DOID:3165	D012878
DOID:3166	D007955
DOID:106	D014396
DOID:4	D004194
DOID:104	D001424
DOID:104	D016905
DOID:104	D016908
DOID:4480	D000130
DOID:4483	D012220
DOID:3158	D006229
DOID:3159	D010787
DOID:3153	D008068
DOID:3156	D010859
DOID:110	D007905
DOID:3183	D009837
DOID:3181	D009837
DOID:3186	D009837
DOID:3172	D000236
DOID:3179	D018308
DOID:139	D010212
DOID:4450	D002292
DOID:3127	D011349
DOID:3121	D005706
DOID:3122	D017219
DOID:146	D010211
DOID:3128	D001004
DOID:3113	D002291
DOID:3114	D018284
DOID:4447	D008269
DOID:4440	D018239
DOID:3110	D018283
DOID:4441	D004407
DOID:3111	D003536
DOID:3112	D000231
DOID:5773	D009914
DOID:154	D018198
DOID:4448	D008268
DOID:4448	D057135
DOID:4449	D008269
DOID:3119	D004067
DOID:3119	D005770
DOID:150	D001523
DOID:119	D014625
DOID:118	D010490
DOID:117	D006338
DOID:115	D002305
DOID:114	D006331
DOID:3140	D012592
DOID:4471	D002292
DOID:3141	D017520
DOID:3146	D008052
DOID:4479	D011546
DOID:3149	D007636
DOID:3142	D007868
DOID:4473	D002292
DOID:3144	D003483
DOID:3145	D006952
DOID:121	D014623
DOID:120	D005833
DOID:127	D007889
DOID:3136	D012536
DOID:4467	D002292
DOID:3137	D008069
DOID:4468	D008649
DOID:4468	D018262
DOID:3138	D000052
DOID:3132	D017119
DOID:3133	D017094
DOID:4464	D002292
DOID:3134	D005148
DOID:4465	C538614
DOID:4465	D002292
DOID:4411	D016751
DOID:14262	D002180
DOID:14261	D005600
DOID:14264	D020936
DOID:14265	D011665
DOID:14268	D015209
DOID:4415	D018219
DOID:4418	D018219
DOID:4400	C562379
DOID:5733	D012488
DOID:4409	D005499
DOID:14276	D019534
DOID:4404	D009783
DOID:4407	D017484
DOID:3103	D013901
DOID:5766	D047868
DOID:4430	D013005
DOID:3107	D017227
DOID:3108	D001198
DOID:3109	D018344
DOID:4423	D012618
DOID:4424	D014972
DOID:14250	D004314
DOID:5758	C535700
DOID:14256	D016706
DOID:4428	D004410
DOID:5759	D012626
DOID:14219	D000141
DOID:14218	D054067
DOID:14221	D024821
DOID:14223	D009794
DOID:5702	D008080
DOID:14228	D009845
DOID:14227	D053713
DOID:9296	D002971
DOID:9297	D008047
DOID:5723	D009896
DOID:14203	D003882
DOID:14213	C562440
DOID:14213	D007014
DOID:10611	D011504
DOID:8057	D008579
DOID:11949	D007562
DOID:9370	D005094
DOID:10629	D008850
DOID:5805	D001020
DOID:5804	D021922
DOID:9392	D014136
DOID:10600	D013981
DOID:10602	D045602
DOID:10603	D018149
DOID:11934	D006258
DOID:10604	D007787
DOID:10605	D012778
DOID:10606	D001765
DOID:10607	D013182
DOID:10608	D002446
DOID:9398	D004826
DOID:10609	D012279
DOID:9395	D003440
DOID:11907	D004473
DOID:14183	D020269
DOID:14188	D002062
DOID:11914	D018589
DOID:8007	D010178
DOID:9362	D013224
DOID:9368	D007637
DOID:9369	D016727
DOID:9351	D003920
DOID:9352	D003924
DOID:14174	D018306
DOID:14176	D017099
DOID:14175	D006623
DOID:14179	C537409
DOID:10699	D010237
DOID:9306	D013285
DOID:9307	D012005
DOID:9305	D014400
DOID:0050214	D015624
DOID:10686	C535998
DOID:9317	D008205
DOID:10690	D008413
DOID:0080001	D001847
DOID:10652	D000544
DOID:11983	D011218
DOID:11984	D002312
DOID:11984	D024741
DOID:11991	D010023
DOID:11996	D013086
DOID:11997	D013088
DOID:3193	D018317
DOID:3191	D017696
DOID:3192	D009442
DOID:10632	D014929
DOID:11963	D004941
DOID:11971	D013580
DOID:0080011	D001862
DOID:11975	C535970
DOID:11976	D001906
DOID:10646	D012569
DOID:11981	D009767
DOID:219	D003110
DOID:0080162	D008181
DOID:216	D003731
DOID:0080161	D002179
DOID:4370	D045724
DOID:4371	D019873
DOID:4372	D020766
DOID:3042	D017449
DOID:3047	D014924
DOID:4378	D021183
DOID:4379	D021184
DOID:3049	D015267
DOID:4374	D012832
DOID:3044	D005512
DOID:4376	D016269
DOID:4377	D021181
DOID:223	D014715
DOID:229	D005831
DOID:0014667	D008659
DOID:227	D000844
DOID:225	D013577
DOID:224	D002546
DOID:3030	D002288
DOID:4362	D002583
DOID:0080159	D016919
DOID:0080158	D007635
DOID:0080158	D016849
DOID:4367	D043204
DOID:0080160	D017726
DOID:231	D016472
DOID:230	D016472
DOID:4394	D015616
DOID:3069	D001254
DOID:4398	D011565
DOID:3068	D005909
DOID:201	D009372
DOID:200	D005870
DOID:0080177	D006504
DOID:0080176	D008585
DOID:0080179	D008583
DOID:0080178	D052016
DOID:206	D005097
DOID:205	D015576
DOID:204	D012216
DOID:203	D005096
DOID:3052	D001449
DOID:3055	D010284
DOID:4386	D047708
DOID:210	D036982
DOID:4336	D014007
DOID:4330	D015616
DOID:4331	D002054
DOID:4333	D010310
DOID:264	D006393
DOID:263	D007680
DOID:3007	D044584
DOID:3008	D018270
DOID:4325	D019142
DOID:5656	D003389
DOID:4320	D031954
DOID:4322	D049309
DOID:277	D006391
DOID:4327	D008379
DOID:4329	D031249
DOID:238	D011681
DOID:235	D003110
DOID:3025	D018267
DOID:5688	D014898
DOID:4359	D018328
DOID:5683	D061325
DOID:240	D007499
DOID:248	D014134
DOID:4346	D046350
DOID:3016	D003557
DOID:4347	D008210
DOID:5679	D012164
DOID:5672	D015179
DOID:3012	D016864
DOID:5675	D000230
DOID:255	D006391
DOID:252	D011604
DOID:6950	D003130
DOID:14146	D053039
DOID:5612	D013120
DOID:5612	D013125
DOID:5614	D005128
DOID:14159	D006849
DOID:14118	D008072
DOID:5644	D014263
DOID:4313	D016107
DOID:6977	D003969
DOID:4310	D018235
DOID:14121	D018438
DOID:5648	C562943
DOID:4305	D018212
DOID:4306	D011843
DOID:4307	D011128
DOID:4308	D011129
DOID:9182	D010392
DOID:9181	D000562
DOID:14107	D053684
DOID:14116	D008069
DOID:14115	D012772
DOID:5600	D054198
DOID:5608	D003784
DOID:5603	D015459
DOID:9192	D015154
DOID:6929	D010211
DOID:6925	D020427
DOID:11823	D006530
DOID:9267	D056806
DOID:9268	D020158
DOID:11829	D047728
DOID:9266	D003555
DOID:9263	D006712
DOID:9261	D009303
DOID:9269	D008375
DOID:11830	D009216
DOID:11831	D019575
DOID:11832	D012640
DOID:11836	D003025
DOID:9256	D015179
DOID:9254	D007946
DOID:9255	C563003
DOID:9252	D000592
DOID:9253	D046152
DOID:9250	D055673
DOID:9258	D014849
DOID:9281	D010661
DOID:9281	D017042
DOID:9282	D009798
DOID:9280	D020165
DOID:11801	D011502
DOID:9286	D011317
DOID:14080	C563177
DOID:14087	D013716
DOID:14089	D017213
DOID:9270	D000474
DOID:9271	D020163
DOID:9278	D020162
DOID:9279	D020138
DOID:9277	D013132
DOID:11819	D014516
DOID:9274	D020167
DOID:9275	D020176
DOID:9273	D020159
DOID:14095	D001907
DOID:9220	D020182
DOID:14068	D001742
DOID:14067	D016778
DOID:14069	D016779
DOID:9212	D010916
DOID:9210	D016697
DOID:14075	D005155
DOID:9245	D016738
DOID:9246	D028243
DOID:9240	D004916
DOID:14040	D016884
DOID:9249	C537599
DOID:9248	D054975
DOID:14043	D020941
DOID:9230	D011146
DOID:10575	D002128
DOID:182	D002114
DOID:180	D018214
DOID:10581	D007966
DOID:10582	D012035
DOID:10584	C538365
DOID:10584	D012174
DOID:184	D001859
DOID:10587	D007965
DOID:10588	D000326
DOID:10588	D002549
DOID:192	D018312
DOID:10591	D011225
DOID:0050335	C564243
DOID:10595	D002607
DOID:10554	D008590
DOID:11885	D014516
DOID:9201	D008010
DOID:0050328	D003409
DOID:9207	D020189
DOID:9206	D001471
DOID:166	D017600
DOID:162	D009369
DOID:161	D007642
DOID:169	D018358
DOID:171	D017599
DOID:170	D004701
DOID:178	D000783
DOID:178	D014652
DOID:178	D020758
DOID:178	D020760
DOID:175	D019043
DOID:174	D049309
DOID:172	D049309
DOID:10533	D011024
DOID:10534	D013274
DOID:3083	D029424
DOID:3086	D019214
DOID:3081	D018191
DOID:3082	D017563
DOID:3087	D005891
DOID:11870	D020774
DOID:10540	C535648
DOID:11875	D013282
DOID:3074	D005909
DOID:3070	D005910
DOID:3071	D018316
DOID:3078	D001254
DOID:11840	D003329
DOID:11847	D003328
DOID:11853	D005099
DOID:3095	D009373
DOID:3093	D009380
DOID:3098	D018228
